Material;Material Group;Billing doc. date;Day;Month;Year;Quarter;Billing doc. Month/Year;Requested Del  date;Planned delivery dt;Planned GI date;Actual PGI Date;Business Group;Market Segment;Market Segment1;End Use;End Use1;Commodity Code;Region;Sales document;Order Priority;Payment Terms;Stocking Strategy;Actual Billed Qty /KG;Bulk Ex Work Price /KG;Bulk Ex Works Value BRL;Net value Price BRL /KG;Net value BRL;Invoice Price BRL /KG;Mtl. Inv. Value BRL;Material Cost per KG;L&O Cost per kg;Total Cost  per kg;Process L&O per Kg;Exchange Rate to USD;Currency;Costing Lot Size;Special Procurement Plant;IPI %;II %
800008\PL57LR;800008;44095;21;9;2020;3;09/01/2020;09/30/2020;09/30/2020;09/21/2020;09/21/2020;CA;106;Packaging;207;Packaging Ctgs;38099290;1001;3618418;DISTRIBU;N90;NON-STOCK ITEM;216;4.74;1021.47;4.87;1049.47;4.83;1041.49;12.80037;9.75587;22.55624;0;0.18519;BRL;1;P036;0;14
800008\PL57LR;800008;44167;2;12;2020;4;12/01/2020;12/03/2020;12/03/2020;12/02/2020;12/02/2020;CA;106;Packaging;207;Packaging Ctgs;38099290;1000;3645741;BRONZE;N30;NON-STOCK ITEM;216;22.41;4829.65;23.76;5119.27;32.65;7036.81;13.40292;9.51476;22.91768;0;0.18342;BRL;1;P036;0;14
800009\PL57C;800009;43742;4;10;2019;4;10/01/2019;09/19/2019;09/26/2019;09/26/2019;10/04/2019;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39095012;1000;3494926;BRONZE;N10;NON-STOCK ITEM;204;0.01;2.97;0.01;2.97;0.02;4.08;17.81852;5.9242;23.74272;0;0.24017;BRL;1;T103;5;2
800010\PL57C;800010;43742;4;10;2019;4;10/01/2019;09/19/2019;09/26/2019;09/26/2019;10/04/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;39095012;1000;3494926;BRONZE;N10;NON-STOCK ITEM;204;0.01;2.97;0.01;2.97;0.02;4.08;23.6975;7.90647;31.60397;0;0.24018;BRL;1;T103;5;2
800011\;800011;43207;17;4;2018;2;04/01/2018;04/09/2018;04/17/2018;04/17/2018;04/17/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39052100;1000;3152013;FIRST DI;N10;STOCK ITEM;603;0.69;416.73;0.69;416.75;0.95;572.85;3.675;1.23836;4.91336;1;0.302;BRL;4296;Local;5;14
800011\;800011;43754;16;10;2019;4;10/01/2019;09/19/2019;09/26/2019;09/26/2019;10/16/2019;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39052100;1000;3494927;BRONZE;N10;STOCK ITEM;334;0.01;4.86;0.01;4.86;0.02;6.68;4.19377;1.61082;5.80458;2;0.2401;BRL;4296;Local;5;14
800011\SOU55RN;800011;43138;7;2;2018;1;02/01/2018;02/08/2018;02/08/2018;02/07/2018;02/07/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39052100;1000;3109640;FIRST DI;ZPL2;STOCK ITEM;5000;3.72;18608;4.28;21388.5;5.88;29400;3.5966;1.53085;5.12745;0;0.3176;BRL;1;Local;5;14
800011\SOU55RN;800011;43153;22;2;2018;1;02/01/2018;02/08/2018;02/23/2018;02/22/2018;02/22/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39052100;1000;3109640;FIRST DI;ZPL2;STOCK ITEM;3000;3.72;11164.8;4.28;12833.1;5.88;17640;3.5966;1.53085;5.12745;0;0.3176;BRL;1;Local;5;14
800011\SOU55RN;800011;43342;30;8;2018;3;08/01/2018;08/31/2018;08/31/2018;08/30/2018;08/30/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39052100;1000;3250214;FIRST DI;ZPL2;STOCK ITEM;6200;3.72;23046.02;4.22;26160.45;5.8;35959.38;4.73965;1.53085;6.2705;0;0.271;BRL;1;Local;5;14
800011\T264;800011;43208;18;4;2018;2;04/01/2018;04/09/2018;04/17/2018;04/17/2018;04/18/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39052100;1000;3152013;FIRST DI;N10;STOCK ITEM;978;0.69;675.9;0.69;675.92;0.95;929.1;3.92224;1.5095;5.43174;0;0.302;BRL;1;Local;5;14
800012\;800012;43578;23;4;2019;2;04/01/2019;04/18/2019;04/23/2019;04/23/2019;04/23/2019;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3413780;FIRST DI;N10;NON-STOCK ITEM;4469;0.5;2234.5;0.5;2234.54;0.69;3071.54;2.37789;2.11017;4.48807;2;0.2594;BRL;4402;Local;5;14
800012\;800012;43654;8;7;2019;3;07/01/2019;07/08/2019;07/08/2019;07/08/2019;07/08/2019;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3470391;BRONZE;ZPL2;NON-STOCK ITEM;111;4.68;519.91;4.95;549.13;6.8;754.8;2.50418;2.11017;4.61435;2;0.2615;BRL;4402;Local;5;14
800012\;800012;44175;10;12;2020;4;12/01/2020;12/10/2020;12/11/2020;12/10/2020;12/10/2020;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3656432;BRONZE;N30;NON-STOCK ITEM;881;1.73;1524.83;2;1762.54;2.75;2422.75;3.66918;1.97832;5.6475;2;0.1861;BRL;4402;Local;5;14
800012\SOU55RN;800012;43104;4;1;2018;1;01/01/2018;01/02/2018;01/05/2018;01/04/2018;01/04/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3080804;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43108;8;1;2018;1;01/01/2018;01/04/2018;01/09/2018;01/08/2018;01/08/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3080805;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43109;9;1;2018;1;01/01/2018;12/14/2017;01/10/2018;01/09/2018;01/09/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1005;3070721;FIRST DI;N28;NON-STOCK ITEM;3200;1.79;5742.08;2.58;8256.27;3.08;9858.24;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43110;10;1;2018;1;01/01/2018;01/09/2018;01/11/2018;01/10/2018;01/10/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3080808;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43110;10;1;2018;1;01/01/2018;01/11/2018;01/11/2018;01/10/2018;01/10/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3080814;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43111;11;1;2018;1;01/01/2018;01/17/2018;01/17/2018;01/11/2018;01/11/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1005;3048834;FIRST DI;N28;NON-STOCK ITEM;6000;1.79;10766.4;2.58;15480.52;3.08;18484.2;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43115;15;1;2018;1;01/01/2018;01/16/2018;01/16/2018;01/15/2018;01/15/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3080815;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43117;17;1;2018;1;01/01/2018;01/18/2018;01/18/2018;01/17/2018;01/17/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3080816;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43118;18;1;2018;1;01/01/2018;01/19/2018;01/19/2018;01/18/2018;01/18/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1006;3084748;FIRST DI;N28;NON-STOCK ITEM;6000;1.79;10766.4;2.58;15480.52;3.08;18484.2;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43122;22;1;2018;1;01/01/2018;01/23/2018;01/23/2018;01/22/2018;01/22/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3080817;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43124;24;1;2018;1;01/01/2018;01/25/2018;01/25/2018;01/24/2018;01/24/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3080818;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43125;25;1;2018;1;01/01/2018;02/02/2018;02/02/2018;01/25/2018;01/25/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1006;3084752;FIRST DI;N28;NON-STOCK ITEM;6000;1.79;10766.4;2.58;15480.52;3.08;18484.2;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43129;29;1;2018;1;01/01/2018;01/30/2018;01/30/2018;01/29/2018;01/29/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3080819;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.40435;2.0076;4.41195;0;0.3022;BRL;1;Local;5;14
800012\SOU55RN;800012;43136;5;2;2018;1;02/01/2018;02/06/2018;02/06/2018;02/05/2018;02/05/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3096991;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.4712;2.0076;4.4788;0;0.31761;BRL;1;Local;5;14
800012\SOU55RN;800012;43138;7;2;2018;1;02/01/2018;02/08/2018;02/08/2018;02/07/2018;02/07/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3096992;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.4712;2.0076;4.4788;0;0.31761;BRL;1;Local;5;14
800012\SOU55RN;800012;43140;9;2;2018;1;02/01/2018;02/15/2018;02/15/2018;02/09/2018;02/09/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3096997;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.4712;2.0076;4.4788;0;0.31761;BRL;1;Local;5;14
800012\SOU55RN;800012;43150;19;2;2018;1;02/01/2018;02/20/2018;02/20/2018;02/19/2018;02/19/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3096998;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.4712;2.0076;4.4788;0;0.31761;BRL;1;Local;5;14
800012\SOU55RN;800012;43152;21;2;2018;1;02/01/2018;02/22/2018;02/22/2018;02/21/2018;02/21/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3096999;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.4712;2.0076;4.4788;0;0.31761;BRL;1;Local;5;14
800012\SOU55RN;800012;43153;22;2;2018;1;02/01/2018;02/23/2018;02/23/2018;02/22/2018;02/22/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3108508;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.58;3.55;25534.8;2.4712;2.0076;4.4788;0;0.31761;BRL;1;Local;5;14
800012\SOU55RN;800012;43157;26;2;2018;1;02/01/2018;02/27/2018;02/27/2018;02/26/2018;02/26/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1005;3123113;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.62;3.08;22181.04;2.4712;2.0076;4.4788;0;0.31761;BRL;1;Local;5;14
800012\SOU55RN;800012;43158;27;2;2018;1;02/01/2018;02/28/2018;03/01/2018;02/27/2018;02/27/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1006;3124131;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.62;3.08;22181.04;2.4712;2.0076;4.4788;0;0.31761;BRL;1;Local;5;14
800012\SOU55RN;800012;43166;7;3;2018;1;03/01/2018;03/15/2018;03/15/2018;03/07/2018;03/07/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1006;3084755;FIRST DI;N28;NON-STOCK ITEM;6000;1.79;10766.4;2.58;15480.52;3.08;18484.2;2.47975;2.0076;4.48735;0;0.30771;BRL;1;Local;5;14
800012\SOU55RN;800012;43168;9;3;2018;1;03/01/2018;03/12/2018;03/12/2018;03/09/2018;03/09/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1006;3120591;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.62;3.08;22181.04;2.47975;2.0076;4.48735;0;0.30771;BRL;1;Local;5;14
800012\SOU55RN;800012;43172;13;3;2018;1;03/01/2018;03/14/2018;03/14/2018;03/13/2018;03/13/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1005;3120593;FIRST DI;N28;NON-STOCK ITEM;7200;1.79;12919.68;2.58;18576.62;3.08;22181.04;2.47975;2.0076;4.48735;0;0.30771;BRL;1;Local;5;14
800012\SOU55RN;800012;43178;19;3;2018;1;03/01/2018;03/20/2018;03/20/2018;03/19/2018;03/19/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3133777;FIRST DI;N28;NON-STOCK ITEM;7200;2.11;15170.4;2.9;20893.34;3.99;28719.36;2.47975;2.0076;4.48735;0;0.30771;BRL;1;Local;5;14
800012\SOU55RN;800012;43185;26;3;2018;1;03/01/2018;03/27/2018;03/27/2018;03/26/2018;03/26/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3133778;FIRST DI;N28;NON-STOCK ITEM;7200;2.01;14470.2;2.8;20180.97;3.85;27740.16;2.47975;2.0076;4.48735;0;0.30771;BRL;1;Local;5;14
800012\SOU55RN;800012;43186;27;3;2018;1;03/01/2018;03/28/2018;03/28/2018;03/27/2018;03/27/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3144403;FIRST DI;N28;NON-STOCK ITEM;7200;2.41;17387.28;2.85;20537.15;3.92;28229.76;2.47975;2.0076;4.48735;0;0.30771;BRL;1;Local;5;14
800012\SOU55RN;800012;43192;2;4;2018;2;04/01/2018;04/03/2018;04/03/2018;04/02/2018;04/02/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3133780;FIRST DI;N28;NON-STOCK ITEM;7200;2.42;17388;2.85;20538.2;3.92;28231.2;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43195;5;4;2018;2;04/01/2018;04/06/2018;04/06/2018;04/05/2018;04/05/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3151370;FIRST DI;N28;NON-STOCK ITEM;6800;2.42;16422;2.85;19397.19;3.92;26662.8;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43199;9;4;2018;2;04/01/2018;04/10/2018;04/10/2018;04/09/2018;04/09/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3133786;FIRST DI;N28;NON-STOCK ITEM;7200;2.41;17387.28;2.85;20537.15;3.92;28229.76;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43202;12;4;2018;2;04/01/2018;04/13/2018;04/13/2018;04/12/2018;04/12/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3151374;FIRST DI;N28;NON-STOCK ITEM;7200;2.41;17387.28;2.85;20537.15;3.92;28229.76;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43206;16;4;2018;2;04/01/2018;04/17/2018;04/17/2018;04/16/2018;04/16/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3133798;FIRST DI;N28;NON-STOCK ITEM;7200;2.41;17387.28;2.85;20537.15;3.92;28229.76;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43206;16;4;2018;2;04/01/2018;04/23/2018;04/23/2018;04/16/2018;04/16/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1006;3155052;FIRST DI;N28;NON-STOCK ITEM;14400;2.41;34774.56;2.85;41075.15;3.41;49044.96;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43208;18;4;2018;2;04/01/2018;04/19/2018;04/19/2018;04/18/2018;04/18/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3151375;FIRST DI;N28;NON-STOCK ITEM;7200;2.41;17387.28;2.85;20537.15;3.92;28229.76;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43209;19;4;2018;2;04/01/2018;04/20/2018;04/20/2018;04/19/2018;04/19/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3158576;FIRST DI;N28;NON-STOCK ITEM;7200;2.41;17387.28;2.85;20537.15;3.92;28229.76;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43213;23;4;2018;2;04/01/2018;04/24/2018;04/24/2018;04/23/2018;04/23/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3133815;FIRST DI;N28;NON-STOCK ITEM;7200;2.41;17387.28;2.85;20537.15;3.92;28229.76;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43215;25;4;2018;2;04/01/2018;04/26/2018;04/26/2018;04/25/2018;04/25/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3151377;FIRST DI;N28;NON-STOCK ITEM;7200;2.41;17387.28;2.85;20537.15;3.92;28229.76;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43215;25;4;2018;2;04/01/2018;04/26/2018;04/26/2018;04/25/2018;04/25/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3160980;FIRST DI;N28;NON-STOCK ITEM;7200;2.41;17387.28;2.85;20537.15;3.92;28229.76;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43217;27;4;2018;2;04/01/2018;05/01/2018;05/02/2018;04/27/2018;04/27/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3151378;FIRST DI;N28;NON-STOCK ITEM;7200;2.42;17388;2.85;20538.2;3.92;28231.2;2.60385;1.9462;4.55005;0;0.30199;BRL;1;Local;5;14
800012\SOU55RN;800012;43222;2;5;2018;2;05/01/2018;05/03/2018;05/03/2018;05/02/2018;05/02/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3151380;FIRST DI;N28;NON-STOCK ITEM;7200;2.54;18278.64;3.38;24335.22;4.65;33450.48;2.71895;1.9462;4.66515;0;0.28799;BRL;1;Local;5;14
800012\SOU55RN;800012;43223;3;5;2018;2;05/01/2018;05/04/2018;05/04/2018;05/03/2018;05/03/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1006;3155055;FIRST DI;N28;NON-STOCK ITEM;14400;2.16;31158.72;3;43178.42;3.58;51556.32;2.71895;1.9462;4.66515;0;0.28799;BRL;1;Local;5;14
800012\SOU55RN;800012;43227;7;5;2018;2;05/01/2018;05/08/2018;05/08/2018;05/07/2018;05/07/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3172798;FIRST DI;N28;NON-STOCK ITEM;7200;2.16;15579.36;3;21588.94;4.12;29675.52;2.71895;1.9462;4.66515;0;0.28799;BRL;1;Local;5;14
800012\SOU55RN;800012;43229;9;5;2018;2;05/01/2018;05/10/2018;05/10/2018;05/09/2018;05/09/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3172800;FIRST DI;N28;NON-STOCK ITEM;7200;2.16;15579.36;3;21588.94;4.12;29675.52;2.71895;1.9462;4.66515;0;0.28799;BRL;1;Local;5;14
800012\SOU55RN;800012;43234;14;5;2018;2;05/01/2018;05/15/2018;05/15/2018;05/14/2018;05/14/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3172803;FIRST DI;N28;NON-STOCK ITEM;7200;2.16;15579.36;3;21588.94;4.12;29675.52;2.71895;1.9462;4.66515;0;0.28799;BRL;1;Local;5;14
800012\SOU55RN;800012;43236;16;5;2018;2;05/01/2018;05/17/2018;05/17/2018;05/16/2018;05/16/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3172806;FIRST DI;N28;NON-STOCK ITEM;7200;2.16;15579.36;3;21588.94;4.12;29675.52;2.71895;1.9462;4.66515;0;0.28799;BRL;1;Local;5;14
800012\SOU55RN;800012;43241;21;5;2018;2;05/01/2018;05/22/2018;05/22/2018;05/21/2018;05/21/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3172810;FIRST DI;N28;NON-STOCK ITEM;7200;2.16;15579.36;3;21588.94;4.12;29675.52;2.71895;1.9462;4.66515;0;0.28799;BRL;1;Local;5;14
800012\SOU55RN;800012;43255;4;6;2018;2;06/01/2018;05/24/2018;05/29/2018;05/28/2018;06/04/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3172811;FIRST DI;N28;NON-STOCK ITEM;7200;2.16;15579.36;3;21588.94;4.12;29675.52;3.10785;1.9462;5.05405;0;0.27409;BRL;1;Local;5;14
800012\SOU55RN;800012;43262;11;6;2018;2;06/01/2018;05/29/2018;06/12/2018;06/11/2018;06/11/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3172813;FIRST DI;N28;NON-STOCK ITEM;7200;2.31;16624.08;3.2;23037.25;4.4;31666.32;3.10785;1.9462;5.05405;0;0.27409;BRL;1;Local;5;14
800012\SOU55RN;800012;43265;14;6;2018;2;06/01/2018;06/14/2018;06/14/2018;06/14/2018;06/14/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3202867;FIRST DI;N28;NON-STOCK ITEM;200;5.1;1020.38;5.38;1076.7;7.4;1480;3.10785;1.9462;5.05405;0;0.27409;BRL;1;Local;5;14
800012\SOU55RN;800012;43269;18;6;2018;2;06/01/2018;05/29/2018;06/19/2018;06/18/2018;06/18/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3172814;FIRST DI;N28;NON-STOCK ITEM;7200;2.31;16624.08;3.2;23037.25;4.4;31666.32;3.10785;1.9462;5.05405;0;0.27409;BRL;1;Local;5;14
800012\SOU55RN;800012;43273;22;6;2018;2;06/01/2018;06/29/2018;06/29/2018;06/22/2018;06/22/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1005;3208232;FIRST DI;N28;NON-STOCK ITEM;7200;2.31;16624.44;3.2;23037.61;3.82;27507.6;3.10785;1.9462;5.05405;0;0.27409;BRL;1;Local;5;14
800012\SOU55RN;800012;43276;25;6;2018;2;06/01/2018;06/26/2018;06/26/2018;06/25/2018;06/25/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3210091;FIRST DI;N28;NON-STOCK ITEM;7200;2.31;16624.08;3.2;23037.25;4.4;31666.32;3.10785;1.9462;5.05405;0;0.27409;BRL;1;Local;5;14
800012\SOU55RN;800012;43283;2;7;2018;3;07/01/2018;07/03/2018;07/03/2018;07/02/2018;07/02/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3210300;FIRST DI;N28;NON-STOCK ITEM;7200;2.4;17250.84;3.32;23906.24;4.56;32860.8;3.35395;1.9462;5.30015;0;0.2648;BRL;1;Local;5;14
800012\SOU55RN;800012;43285;4;7;2018;3;07/01/2018;07/04/2018;07/04/2018;07/04/2018;07/04/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3217303;VALUE CG;N28;NON-STOCK ITEM;400;5.1;2040.78;5.38;2153.4;7.4;2960;3.35395;1.9462;5.30015;0;0.2648;BRL;1;Local;5;14
800012\SOU55RN;800012;43286;5;7;2018;3;07/01/2018;07/17/2018;07/05/2018;07/05/2018;07/05/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1005;3208234;FIRST DI;N28;NON-STOCK ITEM;7200;2.4;17251.2;3.01;21695.34;3.6;25904.88;3.35395;1.9462;5.30015;0;0.2648;BRL;1;Local;5;14
800012\SOU55RN;800012;43287;6;7;2018;3;07/01/2018;07/10/2018;07/10/2018;07/06/2018;07/06/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3210305;FIRST DI;N28;NON-STOCK ITEM;7200;2.4;17250.84;3.32;23906.24;4.56;32860.8;3.35395;1.9462;5.30015;0;0.2648;BRL;1;Local;5;14
800012\SOU55RN;800012;43293;12;7;2018;3;07/01/2018;07/13/2018;07/13/2018;07/12/2018;07/12/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3223677;FIRST DI;N28;NON-STOCK ITEM;7200;2.73;19655.28;3.66;26352.38;5.03;36223.2;3.35395;1.9462;5.30015;0;0.2648;BRL;1;Local;5;14
800012\SOU55RN;800012;43297;16;7;2018;3;07/01/2018;07/17/2018;07/17/2018;07/16/2018;07/16/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3210307;FIRST DI;N28;NON-STOCK ITEM;7200;2.73;19654.92;3.66;26351.85;5.03;36222.48;3.35395;1.9462;5.30015;0;0.2648;BRL;1;Local;5;14
800012\SOU55RN;800012;43298;17;7;2018;3;07/01/2018;07/18/2018;07/18/2018;07/17/2018;07/17/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3226979;FIRST DI;N28;NON-STOCK ITEM;7200;2.73;19654.92;3.66;26351.85;5.03;36222.48;3.35395;1.9462;5.30015;0;0.2648;BRL;1;Local;5;14
800012\SOU55RN;800012;43299;18;7;2018;3;07/01/2018;07/19/2018;07/19/2018;07/18/2018;07/18/2018;CA;100;Paints & Coatings;208;Bldg & Constrt Ctgs;39051200;1000;3226982;FIRST DI;N28;NON-STOCK ITEM;7200;2.73;19654.92;3.66;26351.85;5.03;36222.48;3.35395;1.9462;5.30015;0;0.2648;BRL;1;Local;5;14
